ATO_ID,ra,dec
J296.3659+43.6291,296.36594,43.62916
J281.8982-25.0147,281.89829,-25.01477
J282.7567+00.5377,282.75677,0.53779
J108.0157+02.3373,108.01577,2.33737
J275.9253+52.4234,275.92531,52.42344
J303.8381+46.1041,303.83815,46.10411
J311.7311-05.9713,311.73116,-5.9713
J291.6325+04.5435,291.63251,4.54356
J103.4238-23.0110,103.42389,-23.01108
J089.0934+36.4425,89.09345,36.44254
J285.9236-18.1541,285.92367,-18.15416
J323.9105+49.2401,323.9105,49.24014
J283.7160+32.0056,283.71605,32.0056
J283.5218+32.8353,283.52189,32.83537
J247.4733+29.7551,247.47334,29.75513
J104.9587+09.9023,104.95876,9.90238
J211.5273-28.3238,211.5273,-28.32388
J150.9884-12.5405,150.98844,-12.54055
J273.4567+02.0582,273.45675,2.05829
J353.5743-18.2619,353.57433,-18.26191
J122.5598-25.3457,122.55989,-25.34575
J053.3494+53.0057,53.34948,53.00571
J354.5701+08.4699,354.57016,8.46997
J072.9269-24.3879,72.92698,-24.38793
J073.3190+01.8127,73.31907,1.81279
J212.0499-12.3764,212.04992,-12.37649
J262.7998+02.6572,262.7998,2.65723
J104.8136+14.2193,104.81369,14.21936
J089.1306+48.0465,89.13067,48.04652
J110.2607+17.0317,110.26072,17.03173
J257.7754-00.6682,257.77545,-0.66823
J257.6582-01.7672,257.65821,-1.76721
J077.2303+13.3891,77.23032,13.38919
J040.7597+48.3263,40.75975,48.3263
J330.6930+50.2285,330.69302,50.22855
J257.2352-05.4981,257.23528,-5.49816
J007.6470+58.5015,7.64701,58.50154
J118.9557-24.7498,118.9557,-24.74984
J108.3570+26.2679,108.35701,26.26791
J086.5702+18.6325,86.57026,18.63256
J040.4828+52.0109,40.48287,52.01097
J257.7172-09.4880,257.71727,-9.48809
J282.3940+12.6907,282.39405,12.69073
J312.0493+17.6484,312.04938,17.64841
J077.6555+24.1989,77.65557,24.19899
J114.3752+00.7415,114.37527,0.74154
J257.1339-11.7070,257.13395,-11.70703
J040.1061+54.3206,40.10617,54.32069
J271.3722+44.2050,271.3722,44.20506
J271.0599+45.4522,271.05993,45.45222
J077.5092+28.5007,77.50927,28.5007
J257.9150-13.3043,257.91504,-13.30433
J040.8285+54.7411,40.82855,54.74116
J133.0421-12.7205,133.04217,-12.72052
J291.6454+09.7980,291.64546,9.79805
J262.2540-00.9986,262.25406,-0.9986
J335.1251+13.8137,335.12517,13.81378
J104.0879+24.4154,104.08793,24.41549
J335.0722+18.7385,335.07223,18.73856
J335.9216+23.4039,335.92168,23.40392
J281.3587+16.8575,281.35874,16.8575
J324.4792+04.9780,324.47928,4.97804
J297.1041-12.8430,297.10419,-12.84305
J073.0537+44.2239,73.05378,44.224
J291.9021+16.2813,291.90215,16.2813
J297.3633-17.6934,297.36339,-17.69343
J089.5894-12.0947,89.58944,-12.09472
J081.7847+47.8010,81.78471,47.80104
J089.7775-14.0927,89.77753,-14.09279
J110.3886-26.2225,110.38869,-26.22257
J335.9843+41.2577,335.98436,41.25774
J291.8589+18.5469,291.85894,18.5469
J153.2285-00.4158,153.22851,-0.41584
J097.0190+27.2199,97.01903,27.21993
J297.0329-23.2675,297.03298,-23.26759
J097.1200+27.4007,97.12005,27.40078
J081.7057+52.3297,81.70572,52.32973
J081.0701+52.4280,81.07011,52.42804
J089.6295-23.0717,89.62953,-23.07173
J153.3917-09.4937,153.39179,-9.4937
J214.7139-05.7188,214.71393,-5.71885
J055.9203+38.5786,55.92034,38.57865
J335.3845+45.3462,335.38457,45.34621
J153.3572-25.2210,153.35729,-25.22104
J153.9412-26.7435,153.94125,-26.74357
J291.9063+21.3685,291.90638,21.36855
J288.7871+48.6212,288.78716,48.62124
J248.1603+56.8858,248.16032,56.88586
J097.9732+32.3460,97.97321,32.34607
J026.5986+52.6120,26.59861,52.61203
J097.2450+32.5278,97.24504,32.52787
J196.0463-21.1211,196.04635,-21.12119
J240.4681-14.6118,240.46812,-14.61189
J119.0333-29.7834,119.0333,-29.78344
J240.6334-16.5949,240.63342,-16.59493
J267.9414+35.2370,267.94141,35.23706
J293.9546+47.5179,293.95464,47.51792
J109.8844+02.7851,109.88448,2.78511
J276.8186+30.5623,276.81865,30.5623
J259.4016+37.2561,259.40166,37.25619
J280.0672+14.3805,280.06725,14.38054
J115.3428+00.9478,115.34289,0.94787
J115.6057+00.0961,115.60575,0.0962
J282.5540-05.4543,282.55408,-5.45435
J280.9292+16.7352,280.92923,16.73527
J044.2722+52.4067,44.27226,52.40674
J013.0922+52.5657,13.09227,52.56572
J197.5317-10.3008,197.53174,-10.30085
J197.0007-11.4012,197.00076,-11.40123
J137.6140-24.7414,137.61402,-24.74147
J158.9419-10.0435,158.94195,-10.04351
J158.2649-11.3601,158.26494,-11.36011
J058.9356+32.3585,58.93563,32.35854
J029.5589+58.7724,29.55892,58.77244
J252.6578+49.4302,252.65789,49.43022
J222.8951+39.5077,222.8951,39.50775
J222.4011+39.0738,222.40115,39.07386
J252.1057-00.1785,252.10571,-0.1785
J252.0566-02.9354,252.05667,-2.93548
J252.4756-02.2123,252.47568,-2.21236
J162.2671-26.5196,162.26711,-26.51961
J263.5462-19.9920,263.54627,-19.99208
J111.5817-28.0473,111.58179,-28.04736
J098.7232+32.1023,98.72325,32.10231
J274.6703+00.7035,274.67031,0.7035
J252.2155-12.3646,252.21556,-12.36465
J252.4373-13.2153,252.4373,-13.21531
J274.5135+01.5028,274.51355,1.50283
J252.0732-14.4542,252.07322,-14.45429
J274.3084+01.9725,274.30849,1.97255
J163.7555+10.3358,163.75557,10.33584
J222.0864-25.6233,222.08641,-25.62338
J295.3591+04.8020,295.35919,4.80206
J252.9431-17.4356,252.94317,-17.4356
J098.7500+36.7564,98.75003,36.75645
J098.7500+36.7564,98.75003,36.75645
J336.8171-07.3450,336.81713,-7.34508
J125.0089-13.1056,125.00895,-13.10564
J112.2846+07.9004,112.28466,7.90041
J274.0542+05.3896,274.05422,5.38968
J031.0052+58.8391,31.00525,58.83918
J337.2789+39.7825,337.27898,39.78258
J112.4325+10.3033,112.4325,10.30338
J105.5738+19.4117,105.57382,19.41177
J270.5867+12.9986,270.58674,12.99864
J274.9856+22.8489,274.98562,22.84895
J291.7927-13.2510,291.79274,-13.25107
J253.4613-21.4800,253.4613,-21.48002
J091.2758+54.6796,91.2758,54.67961
J091.7060+55.0835,91.70603,55.08352
J225.6965-07.3037,225.69655,-7.30379
J291.5777-17.3294,291.57776,-17.32945
J285.6114-16.8378,285.61147,-16.83786
J285.7982-17.7814,285.79822,-17.78145
J149.5270-18.9864,149.52703,-18.98645
J283.7631+26.0502,283.76315,26.05024
J081.0682+16.3546,81.06821,16.35463
J081.4414+17.0191,81.44146,17.0191
J024.0864+31.9756,24.08641,31.97562
J211.3167+26.1780,211.31679,26.17806
J081.9076+40.7959,81.90769,40.79598
J285.0408-23.8048,285.04083,-23.80482
J285.9671-24.5801,285.96718,-24.58018
J247.3383-03.6328,247.33833,-3.63284
J089.0150+50.4713,89.01503,50.47131
J054.7819+37.0986,54.7819,37.09865
J262.8164+05.0043,262.81649,5.00435
J054.1623+40.2258,54.16234,40.2258
J110.4147-21.8936,110.4147,-21.89362
J334.0306+54.9048,334.03061,54.90483
J334.3153+54.2141,334.31534,54.21417
J104.2314+19.1026,104.23148,19.10268
J104.0736+20.1234,104.07363,20.12348
J283.6664+42.8497,283.66647,42.84978
J247.1101-13.0156,247.11013,-13.01564
J073.5016+28.8676,73.50169,28.86762
J111.0959+08.4079,111.09599,8.40799
J055.9757+56.4026,55.97577,56.40267
J123.1388-13.6880,123.13881,-13.68803
J154.5596-10.5509,154.55961,-10.55098
J273.9228+43.9938,273.92285,43.99386
J324.9229+39.4285,324.92296,39.42855
J215.9911-23.6074,215.9911,-23.60744
J154.0305-13.2815,154.03058,-13.28155
J082.4144+09.7476,82.41447,9.74766
J123.1968-14.7562,123.19687,-14.75621
J278.9891+06.1416,278.98918,6.14162
J291.7913+24.1821,291.79137,24.18218
J356.2666+42.4779,356.26669,42.47798
J123.7033-15.5271,123.7033,-15.52716
J298.6046+08.2670,298.60461,8.26708
J082.7549+14.9582,82.75494,14.95828
J027.2987+39.6693,27.2987,39.66931
J074.8209+23.7001,74.82094,23.70015
J249.6525+19.5102,249.65254,19.51026
J104.0107-03.3944,104.01074,-3.39449
J291.7143+26.5965,291.71434,26.59652
J314.0457+52.8160,314.04577,52.81603
J082.1038+47.5230,82.1038,47.52301
J218.9717-18.0271,218.97177,-18.02714
J278.2475+23.7726,278.24751,23.77269
J057.4417+50.3366,57.44171,50.33663
J300.2273+50.3556,300.22734,50.3556
J263.7279+10.0166,263.72794,10.01661
J263.1797+10.3581,263.1797,10.35816
J111.8750-10.5840,111.87502,-10.58402
J111.7465-10.5235,111.74657,-10.52357
J057.4717+54.7997,57.47172,54.79972
J250.4592-10.8500,250.45925,-10.85
J124.9703-07.8627,124.97034,-7.86271
J088.4008+14.9046,88.40083,14.9046
J079.5204+35.5896,79.52043,35.5896
J272.1887+19.4224,272.18873,19.42243
J304.6622+55.6029,304.66228,55.6029
J004.6178+04.4021,4.61781,4.40216
J275.7997+10.5163,275.79976,10.51634
J183.8508-03.6452,183.85081,-3.64529
J289.3723+42.4449,289.37233,42.44495
J131.0335+33.2358,131.03359,33.2358
J286.6605-17.7883,286.66054,-17.78833
J235.1732-15.5855,235.17325,-15.58559
J062.5568+46.8185,62.5568,46.8185
J076.8821+10.2893,76.88216,10.28935
J076.2872+14.4248,76.28729,14.42483
J076.7775+14.9633,76.77756,14.96331
J076.7879+15.4633,76.78799,15.46338
J131.3079-00.2592,131.30797,-0.25923
J004.5649+46.5856,4.56499,46.5856
J113.2952-01.5801,113.29522,-1.58018
J184.2268+12.7437,184.22686,12.74375
J293.3410+14.1855,293.34108,14.18557
J279.2822+54.7045,279.28228,54.7045
J299.0931+12.3354,299.09313,12.33542
J004.3525+50.7309,4.35259,50.73099
J118.0801+01.8091,118.08018,1.80911
J113.1308-03.3603,113.13088,-3.36038
J305.1201+06.4429,305.12018,6.44295
J333.4031+48.2956,333.40312,48.29566
J096.4068-09.3234,96.40684,-9.3234
J071.0008+18.0875,71.0008,18.08756
J146.6160+43.0119,146.61607,43.01192
J021.2537+41.0754,21.25378,41.07547
J021.9391+42.9650,21.93913,42.96509
J088.1822-13.7371,88.18223,-13.73716
J088.6360-15.5079,88.63603,-15.50797
J146.8561+59.6965,146.85619,59.69656
J096.9523-20.6958,96.95234,-20.69588
J096.4812-20.1292,96.48127,-20.12925
J096.2628-21.6146,96.26281,-21.61469
J323.9513+31.9869,323.95136,31.98697
J285.0665-08.8702,285.0665,-8.87029
J051.2414+32.9884,51.24142,32.98845
J021.4867+44.8535,21.48672,44.85351
J021.5646+46.4562,21.56463,46.45623
J021.6170+46.4728,21.61709,46.47286
J208.1619+17.2998,208.16194,17.29988
J245.4754+12.3157,245.47547,12.3157
J245.2497+14.1595,245.24975,14.15958
J323.2510+34.2412,323.25102,34.24127
J050.8111+47.9574,50.81116,47.9574
J050.2741+47.9624,50.2741,47.96248
J050.8689+48.1627,50.86894,48.16273
J050.3497+48.6721,50.34975,48.67215
J144.2278-27.0373,144.22787,-27.03738
J305.5169+16.6789,305.51695,16.67891
J244.8856-08.8406,244.88561,-8.8406
J145.6435+07.3618,145.64353,7.36181
J110.6808-07.2667,110.68081,-7.26679
J052.4598+50.3060,52.45985,50.30607
J353.1356+10.5553,353.13569,10.55532
J089.7719+27.1376,89.77194,27.13763
J353.3181+48.1607,353.3181,48.16078
J300.3863+34.0891,300.38639,34.08918
J089.5733+33.3364,89.57332,33.33645
J089.9596+33.0393,89.95961,33.03938
J283.7707+28.1095,283.77075,28.1095
J149.0322-26.8566,149.03221,-26.8566
J246.4236-12.4007,246.42363,-12.40073
J081.6549+28.1627,81.65495,28.16279
J300.7741+19.8984,300.77419,19.89849
J268.3983-01.7508,268.39839,-1.75089
J261.9121+16.0210,261.91214,16.021
J313.6986+49.6718,313.69863,49.67187
J313.1973+49.1152,313.19739,49.11524
J300.9984+20.5876,300.99846,20.58761
J300.9984+20.5876,300.99846,20.58761
J277.0932+24.8261,277.09321,24.82617
J088.5390-03.7556,88.539,-3.75564
J088.1996-04.4421,88.19968,-4.44214
J134.0318-07.6494,134.03184,-7.64949
J134.6571-07.2475,134.65711,-7.24752
J191.1419-26.7965,191.14191,-26.79655
J114.6761-02.0565,114.67616,-2.05658
J303.4551-18.4934,303.45514,-18.49349
J009.9213+56.7995,9.92135,56.79952
J266.0214-15.5120,266.02147,-15.51202
J065.6057+41.9804,65.60576,41.98044
J042.3305+25.0083,42.33056,25.00833
J289.3604-23.8061,289.36045,-23.8061
J320.5609-00.6359,320.56092,-0.63599
J192.0028+41.4960,192.00285,41.49606
J258.4303+19.7130,258.43038,19.71307
J282.8953+23.9347,282.89539,23.93478
J192.3106-00.8237,192.31061,-0.82377
J331.6552+34.0132,331.65528,34.01325
J282.8127+24.0117,282.81276,24.01174
J192.9907-22.5211,192.99073,-22.52116
J249.3977-13.2999,249.39776,-13.29993
J356.6302-17.6820,356.63025,-17.68202
J356.9073-18.1704,356.90736,-18.17043
J273.6533-08.1671,273.6533,-8.16717
J357.5298+00.7751,357.52985,0.77514
J278.1481+12.3717,278.14819,12.37173
J249.4829-17.7422,249.48292,-17.74224
J281.3238+42.6699,281.32384,42.66999
J156.1276+25.0740,156.1276,25.07404
J056.6760+54.5234,56.67609,54.52347
J283.1658-06.3949,283.16587,-6.39498
J306.1434+23.4340,306.14348,23.43407
J028.8101+40.7292,28.81019,40.7292
J291.2282+29.8870,291.22826,29.887
J273.7275-09.9335,273.72752,-9.93354
J269.0314+37.0548,269.0314,37.05485
J217.7352+56.0893,217.73525,56.08937
J090.5957+31.9520,90.59578,31.95203
J217.6108-00.4131,217.61082,-0.41313
J249.1487-22.6011,249.14877,-22.60119
J314.2485-09.3568,314.24856,-9.35686
J276.1887+06.6241,276.18875,6.62411
J086.8612+48.3359,86.86126,48.33597
J102.7704+25.0324,102.77047,25.03244
J135.6398-09.1442,135.63988,-9.14424
J321.0816+35.8931,321.08167,35.89313
J304.1447+19.9914,304.14475,19.99142
J304.5678+20.3636,304.56781,20.3636
J086.3879+53.8820,86.38795,53.88209
J258.2889-17.3462,258.28898,-17.34625
J135.2361-22.5250,135.23614,-22.5251
J135.0700-24.3431,135.07003,-24.34318
J282.4549+38.6039,282.45497,38.60397
J135.5555-26.4517,135.55557,-26.45173
J293.3535+38.2959,293.35359,38.29591
J086.8103-14.7477,86.81032,-14.74775
J086.8103-14.7477,86.81032,-14.74775
J086.2639-14.1770,86.26399,-14.17701
J011.9600+47.1623,11.96002,47.16236
J086.3292-18.4379,86.32928,-18.43792
J086.6865-18.2051,86.68653,-18.20512
J276.3612+11.6809,276.36124,11.68098
J108.1185-17.0692,108.11859,-17.0693
J194.8080-20.3489,194.80802,-20.34896
J086.0760-19.2752,86.07608,-19.27528
J223.6201+50.1687,223.62013,50.16879
J223.0094-01.4245,223.00941,-1.42458
J274.9476+06.6279,274.94768,6.62794
J301.9043+18.0572,301.90438,18.05723
J223.1572-22.0623,223.15726,-22.06233
J083.8882+44.0285,83.88829,44.02851
J098.9155-00.8157,98.91553,-0.81576
J105.4917+28.9964,105.49176,28.99649
J284.8462+01.0354,284.84621,1.0354
J098.8480-02.3643,98.84801,-2.36432
J098.9172-02.7977,98.91724,-2.79778
J105.2197+30.5524,105.21972,30.55243
J105.8677+36.5193,105.86772,36.51933
J287.2422-10.6878,287.24225,-10.68783
J140.9788-10.3001,140.97883,-10.30013
J260.1461+09.0148,260.14615,9.01483
J140.1188-14.8985,140.11882,-14.89853
J079.3458+26.7746,79.34581,26.77467
J096.8096+15.2524,96.80961,15.25246
J079.4072+27.7263,79.40724,27.72632
J260.2758+23.8924,260.27584,23.8925
J287.3970-11.1156,287.39701,-11.11562
J301.9466+21.9506,301.94663,21.95068
J032.6446+54.0716,32.64466,54.07162
J032.1169+54.7432,32.11697,54.74327
J083.9264+55.2871,83.92645,55.28715
J083.8616+55.6138,83.86168,55.61381
J306.6267-24.5678,306.6267,-24.56783
J306.6077-24.2909,306.60772,-24.29097
J165.0143-19.6981,165.01436,-19.69812
J274.7092+14.3300,274.70929,14.33004
J098.8342-11.9978,98.83423,-11.99785
J112.6231-03.1458,112.62315,-3.14589
J033.1754+34.1488,33.17546,34.14886
J291.1403-11.3763,291.14034,-11.37637
J166.9293+11.2532,166.92936,11.25321
J091.9616-15.9092,91.96165,-15.90924
J091.4467-28.6051,91.44676,-28.60519
J105.5527-09.0236,105.55278,-9.02369
J325.9622-10.1455,325.96221,-10.14554
J325.8601-23.0089,325.8601,-23.00893
J337.5295-19.8968,337.52955,-19.89687
J338.8437+02.5833,338.84378,2.58338
J338.7644+10.1465,338.76446,10.14651
J226.2475-17.3372,226.24753,-17.33724
J264.4508+55.4259,264.45082,55.42594
J326.6187-11.2829,326.61873,-11.28295
J230.3461-19.7171,230.34611,-19.71713
J316.5780+42.7264,316.57801,42.72646
J033.4010-13.9749,33.40106,-13.97494
J316.3908+44.8573,316.39084,44.85735
J034.5920+18.6893,34.59205,18.6893
J175.1649-27.2114,175.16495,-27.21144
J327.5017+16.4355,327.50172,16.43558
J092.2320+62.4536,92.23202,62.45369
J327.8465+29.3568,327.84658,29.35689
J301.7373+47.2676,301.73731,47.26766
J176.5792+39.4979,176.57925,39.49791
J176.5141+43.3682,176.5141,43.36826
J339.7144+51.7695,339.71441,51.76958
J327.1507+43.0051,327.15076,43.00514
J093.0746+06.4502,93.07468,6.45021
J232.1528+00.1911,232.15282,0.19118
J301.0975+58.9604,301.09759,58.96045
J301.0192+59.2711,301.01922,59.27116
J099.7731-18.0117,99.7731,-18.01177
J099.8998-18.9892,99.89981,-18.98921
J232.2189+60.9229,232.21891,60.92293
J232.8756+62.5693,232.87566,62.56936
J232.7722-06.0378,232.77225,-6.0378
J292.9351+34.8033,292.93514,34.80338
J100.8964+06.4862,100.89646,6.48623
J295.7530+51.0478,295.75305,51.04786
J328.1226+36.5750,328.1226,36.57501
J328.0314+36.6820,328.03143,36.68201
J295.6806+51.5055,295.68069,51.50556
J328.4009+40.2480,328.40096,40.24804
J292.6735+39.2484,292.67353,39.24845
J316.5684-00.6596,316.5684,-0.65965
J100.6952+23.6755,100.6952,23.67557
J317.1653+01.3102,317.16533,1.31029
J317.7469+18.6775,317.7469,18.67753
J317.7393+19.0232,317.73937,19.02322
J317.6065+21.4362,317.60654,21.43626
J317.1814+26.8525,317.1814,26.85257
J295.7742-04.5344,295.77422,-4.5344
J317.5427+33.1703,317.54277,33.17033
J317.9447+36.2707,317.94474,36.27076
J318.5934+36.9528,318.59345,36.95284
J310.8218+19.3335,310.8218,19.33352
J310.0645+21.5712,310.06458,21.57128
J310.8211+27.7034,310.82115,27.7034
J318.4509+47.9689,318.4509,47.96892
J310.9460+33.0025,310.94608,33.00251
J310.2322+37.6929,310.23221,37.69295
J318.5810+60.1481,318.58106,60.14812
J310.2169-08.6172,310.21692,-8.61729
J310.4540-13.0124,310.45409,-13.01241
J310.2268-16.7059,310.22681,-16.7059
J310.8548-16.4819,310.85482,-16.48193
J310.7722-18.7526,310.77226,-18.75267
J116.6531-16.6109,116.65313,-16.61097
J147.4189+60.5041,147.41891,60.50418
J022.6484+45.9586,22.64842,45.95869
J110.0349+62.9466,110.0349,62.94667
J245.8680-19.8406,245.86801,-19.84068
J245.6670-20.6879,245.66706,-20.6879
J245.6599-20.5339,245.65992,-20.53395
J277.6873+60.8652,277.6873,60.86529
J103.9894-14.0739,103.98941,-14.07394
J110.8709-01.2457,110.87098,-1.24576
J080.2465+47.1283,80.24657,47.12838
J052.8813+14.4644,52.88135,14.4644
J052.4146+26.4525,52.4146,26.45251
J209.1706+60.6626,209.17063,60.66261
J052.6796+33.7715,52.6796,33.77159
J052.4448+35.3767,52.44489,35.3767
J052.9896+35.4284,52.98965,35.42842
J323.2930+42.8576,323.29304,42.85766
J052.6672+36.1521,52.66729,36.15215
J122.9969+22.0363,122.99692,22.03635
J052.4620+39.1385,52.46207,39.13853
J334.4677+35.1264,334.46779,35.12648
J288.0331+22.9964,288.03316,22.99642
J089.9164+21.0513,89.91645,21.05136
J323.8609+45.5557,323.86092,45.55575
J122.4310+42.7336,122.43107,42.73365
J022.3909-20.2257,22.39097,-20.22576
J285.5163-15.2357,285.51633,-15.23577
J285.7274-15.1484,285.72745,-15.14845
J260.1598-00.1398,260.15984,-0.13987
J096.6912+20.0620,96.69128,20.06205
J096.8922+20.6677,96.8922,20.66771
J260.0161-02.2829,260.01611,-2.28299
J299.9505-05.8598,299.95057,-5.85981
J299.0371-05.7096,299.03715,-5.70967
J120.8154+23.8252,120.81547,23.82525
J109.1473+10.5781,109.14735,10.57812
J162.3251+44.9092,162.32515,44.90926
J162.6246+48.5378,162.62461,48.53782
J325.4413+39.9598,325.44131,39.95989
J325.0344+39.4568,325.03442,39.45685
J059.2912+46.6882,59.29122,46.68822
J125.7085-03.6188,125.70854,-3.6188
J105.3618+14.6860,105.36183,14.68601
J337.2857+30.6899,337.2857,30.68993
J337.4342+40.4065,337.43421,40.40655
J286.5848+52.9726,286.58488,52.97266
J112.8668+09.0062,112.86685,9.00626
J126.2081-14.0026,126.20814,-14.00267
J091.9557-07.7177,91.95579,-7.71779
J091.2336-07.3506,91.23367,-7.35064
J091.5903-08.7203,91.59037,-8.72038
J270.4802+30.5241,270.48022,30.52418
J098.0511-25.7132,98.05117,-25.71329
J307.5130+19.9645,307.51307,19.96456
J105.4096-07.6078,105.40967,-7.6078
J106.2548-15.9162,106.25488,-15.91629
J296.6985+14.3300,296.69855,14.33009
J309.1703+18.9905,309.17033,18.99052
J302.5152+42.6650,302.51529,42.66506
J302.6426-08.0826,302.64267,-8.08262
J318.9099+29.2703,318.90997,29.27036
J309.5936+59.6762,309.59366,59.67626
J283.1558+13.3953,283.15588,13.39539
J146.8570-17.0076,146.85706,-17.0076
J283.2481+14.0335,283.24811,14.03359
J089.4811+07.5503,89.48113,7.55032
J023.3316-11.3015,23.33169,-11.30158
J149.5406-04.7156,149.54061,-4.71569
J053.7433+32.4886,53.74332,32.48869
J072.6882+50.4191,72.68829,50.41919
J070.8937+15.0582,70.89371,15.05821
J142.9387-28.5903,142.93878,-28.59034
J103.9770+28.5414,103.97706,28.54144
J073.9245+05.3749,73.92458,5.37499
J073.6565+05.7584,73.65655,5.75841
J073.0226+06.3976,73.02267,6.39769
J054.9866+42.4145,54.98663,42.41456
J104.8528+15.6116,104.8528,15.61164
J354.6213+46.5937,354.62139,46.5937
J283.6013+42.1533,283.60134,42.15336
J273.6488+10.9269,273.64886,10.92698
J145.5089-00.4883,145.5089,-0.48834
J080.4323+31.7024,80.43239,31.70248
J268.4960-08.5274,268.49605,-8.52741
J123.1839+06.7723,123.1839,6.77238
J152.2174-20.0809,152.2174,-20.08095
J152.0886-25.6507,152.08864,-25.65076
J248.7483+04.5543,248.74837,4.55432
J090.2238+21.4497,90.22385,21.44971
J263.7325+01.7484,263.73256,1.74847
J157.8903+30.9087,157.89031,30.90875
J263.9567+02.3920,263.95679,2.39207
J263.3141+04.1439,263.3141,4.14393
J029.3714+28.6590,29.37144,28.65904
J097.0924-29.8771,97.09249,-29.87716
J097.3728-30.6563,97.37282,-30.65636
J042.8434+58.8590,42.84347,58.85905
J042.6415-02.5908,42.64159,-2.59084
J011.7256+28.3095,11.72565,28.30953
J108.4286-20.4901,108.42869,-20.49019
J078.8354+07.3379,78.83545,7.33795
J087.5606+07.8725,87.56069,7.87254
J102.4280+49.0316,102.42805,49.03169
J102.2551+49.7420,102.25516,49.74209
J240.5472+14.0462,240.54726,14.04623
J136.8998-13.2184,136.89988,-13.21842
J012.7412+34.1932,12.74122,34.19323
J136.3911-17.3307,136.39114,-17.33078
J078.5136+28.1387,78.51369,28.13871
J078.3354+28.3947,78.33542,28.39478
J078.2463+35.2579,78.24638,35.25796
J095.0895+43.7264,95.0895,43.72649
J119.5223-29.5966,119.5223,-29.59668
J108.6262-31.9582,108.62628,-31.9582
J095.2116+54.6591,95.21168,54.6591
J095.3014+56.4346,95.3014,56.43469
J013.1395+47.1597,13.13958,47.1598
J137.5227-10.7179,137.52277,-10.71799
J115.7841-05.7301,115.78418,-5.73011
J068.4086+50.2851,68.40864,50.28517
J293.1943-14.8766,293.19439,-14.87667
J322.3283+08.5809,322.32839,8.58098
J078.5983-01.4454,78.59832,-1.44541
J280.9136+41.0958,280.91367,41.09584
J015.8426+48.6249,15.84266,48.62498
J109.4725+58.7967,109.47253,58.79678
J087.6202-25.3220,87.62026,-25.322
J140.8618-19.0112,140.86183,-19.01123
J260.9573+15.0814,260.95738,15.08144
J260.5078+17.3472,260.50781,17.34721
J299.9337-05.5960,299.93371,-5.59609
J299.5661-06.3193,299.56618,-6.3193
J047.6537-19.5286,47.65374,-19.5286
J088.2498+17.5542,88.24981,17.55425
J088.0201+18.7861,88.02013,18.78611
J079.6944+40.3216,79.69442,40.32162
J283.0798+23.2431,283.07983,23.24317
J110.6854-09.0603,110.68542,-9.06031
J285.9606-16.4279,285.9606,-16.42798
J353.5339+46.5967,353.53398,46.59679
J052.0177-14.2458,52.01778,-14.24587
J304.2418-09.8586,304.2418,-9.85866
J018.7636+40.7687,18.7636,40.7687
J103.7339+25.0123,103.73393,25.01238
J333.2015+07.3923,333.20156,7.39234
J260.8269-17.1978,260.8269,-17.19781
J018.1128+52.1566,18.11288,52.15669
J272.0611+51.1131,272.06117,51.11319
J272.8308+53.4268,272.83089,53.42682
J272.0156+53.0178,272.01565,53.01787
J048.9849-12.0411,48.98499,-12.04115
J285.2882+56.6461,285.28829,56.64619
J070.3403+35.3450,70.34035,35.34502
J070.7647+36.2644,70.76474,36.26441
J049.2722+25.2842,49.2722,25.28422
J049.8081+28.9761,49.80812,28.97619
J204.7078-11.4010,204.70787,-11.40102
J243.6245-13.9987,243.62457,-13.9987
J272.7705-05.1573,272.77059,-5.1573
J313.4619+40.1218,313.46197,40.12186
J103.0593+38.7388,103.05934,38.73887
J333.6169+39.3597,333.61697,39.35973
J110.6914-23.5931,110.69143,-23.59316
J323.9703+57.9563,323.9703,57.9563
J213.4685-23.6775,213.46855,-23.67757
J213.7151-25.7367,213.71513,-25.73675
J146.4283+27.5037,146.42835,27.50373
J207.1231-22.9169,207.1231,-22.91699
J110.8011+15.3528,110.80119,15.35285
J288.9621+08.6283,288.96216,8.62838
J290.7998-10.4649,290.7998,-10.46495
J110.8512+15.7976,110.85125,15.79764
J288.9803+08.1886,288.98038,8.18861
J281.9485+45.6173,281.94859,45.61737
J269.8955+43.5557,269.89554,43.55576
J217.3623-25.5008,217.36238,-25.50089
J250.2174+01.6099,250.21742,1.60992
J057.6592+18.9653,57.65922,18.9653
J082.7015+39.7837,82.70155,39.78372
J111.9892-03.8074,111.9892,-3.80745
J097.5019-14.2630,97.50193,-14.26303
J315.4768+03.0198,315.47681,3.01981
J157.1285-27.7037,157.1285,-27.70374
J288.9134-11.1247,288.91347,-11.12475
J250.8455-07.2562,250.84558,-7.25625
J336.8526+28.9334,336.85268,28.93343
J157.5684-30.6812,157.56844,-30.68129
J158.7283+11.1619,158.72837,11.16195
J288.0584-12.5194,288.05848,-12.51945
J315.1212+30.7300,315.1212,30.73009
J336.5285+36.4649,336.52859,36.46496
J281.7141-04.6583,281.71413,-4.6583
J124.2642-11.3064,124.26426,-11.30643
J058.1152+33.0045,58.11524,33.00458
J300.5340+56.5372,300.53406,56.53724
J158.6544-13.1284,158.65448,-13.12849
J082.7794-09.4389,82.77941,-9.43895
J082.2062-09.7816,82.20628,-9.78166
J090.1313-03.6283,90.13137,-3.62836
J269.5018-14.8341,269.5018,-14.83411
