ATO_ID,ra,dec
J269.3825-16.3250,269.38254,-16.325
J269.9539-16.3107,269.95395,-16.31074
J278.7824+44.1106,278.78244,44.1106
J294.9243-02.7253,294.9243,-2.72538
J083.1834+11.6918,83.18346,11.69189
J083.0896+11.7555,83.08961,11.75553
J083.1424+11.7569,83.14244,11.75696
J030.2854+47.3322,30.28543,47.33227
J324.6731+55.6799,324.67316,55.67999
J098.2719+17.6793,98.27199,17.67933
J098.9932+17.7899,98.99322,17.78995
J098.5668+17.8115,98.56686,17.81153
J263.9756-06.2250,263.97567,-6.22504
J306.3067+43.3019,306.30676,43.30195
J269.4002-17.1709,269.4002,-17.1709
J124.5719-28.0096,124.57192,-28.0096
J300.2205-09.4907,300.22054,-9.49073
J091.2693+05.9470,91.26935,5.94705
J336.6647+51.5181,336.66478,51.51818
J104.8023-30.9394,104.8023,-30.93943
J273.8796-22.8443,273.8796,-22.8443
J083.6362+19.5323,83.63625,19.53238
J083.3581+19.5928,83.35816,19.59289
J159.5693-31.0424,159.56934,-31.04245
J324.9642+57.2823,324.96427,57.28234
J269.6175-18.5063,269.6175,-18.5063
J269.7421-19.4237,269.74217,-19.42372
J359.3304+43.8001,359.33041,43.80018
J359.0600+44.0289,359.06002,44.02895
J251.2398-06.3967,251.23987,-6.39675
J111.8356-22.6634,111.83565,-22.66347
J278.8951+60.2789,278.89514,60.27896
J273.8481-22.6528,273.8481,-22.6528
J111.3065-22.5630,111.30658,-22.56305
J220.0465-18.6649,220.04654,-18.66498
J160.1705+13.6759,160.17052,13.67591
J125.4623+06.7112,125.46234,6.71123
J300.6756-15.9894,300.67566,-15.9894
J300.5014-15.5463,300.50142,-15.54635
J251.9172-08.9828,251.91724,-8.98283
J324.0456+59.6420,324.04561,59.64205
J091.0839+08.4523,91.08397,8.45232
J091.6093+08.5522,91.60932,8.55227
J030.1511+57.0462,30.15117,57.04626
J098.9765+21.4355,98.9765,21.43559
J105.0252+01.1300,105.02529,1.13008
J288.9033-22.5125,288.90333,-22.51254
J278.0491-00.3815,278.0491,-0.38154
J273.8133-22.9432,273.8133,-22.9432
J336.0888+52.5650,336.08886,52.56507
J125.8232+11.5121,125.8232,11.51214
J125.1981+11.5968,125.19813,11.59686
J220.8684-25.8449,220.86849,-25.84494
J300.2664-18.1456,300.26643,-18.14563
J324.7395-00.9757,324.73958,-0.97576
J324.5431-01.2278,324.54317,-1.22785
J336.0113+52.6954,336.01137,52.6954
J298.9896+26.1680,298.98968,26.168
J105.5718+02.9984,105.5718,2.99842
J294.1192-08.9129,294.11929,-8.91296
J294.3236-08.1285,294.32362,-8.12853
J125.9038+15.6835,125.90389,15.68358
J286.8911+34.3201,286.89111,34.32019
J286.8905+34.3591,286.89051,34.35916
J324.6407-16.9052,324.64076,-16.90522
J105.6559+06.1391,105.65598,6.13918
J031.6778+25.5320,31.67783,25.53203
J286.0421+36.0645,286.04218,36.06459
J359.1043+53.0138,359.1043,53.01383
J273.7696-23.0377,273.76962,-23.03772
J263.1222-14.4021,263.12228,-14.40216
J105.8014+06.4278,105.80149,6.4278
J324.8106-20.1970,324.8106,-20.19703
J324.4863-21.5235,324.4863,-21.52356
J301.4929+02.5499,301.49296,2.54998
J269.0399-21.7128,269.0399,-21.7128
J105.6570+07.0879,105.65701,7.08791
J105.9769+07.0993,105.97694,7.09933
J105.5315+07.2771,105.53154,7.27719
J301.4284+03.5945,301.42845,3.59459
J301.3755+03.6072,301.37558,3.60723
J278.5997-06.8101,278.59978,-6.81013
J061.0647+47.1021,61.06472,47.10211
J107.1689-05.7239,107.16896,-5.7239
J265.9642-06.3059,265.96423,-6.30593
J341.5967+57.8963,341.5967,57.89635
J281.9769-11.7184,281.977,-11.71848
J319.3431+45.8825,319.34316,45.88259
J093.7496+57.6989,93.74962,57.69895
J281.3301-11.6328,281.3301,-11.6328
J265.7228-09.4075,265.72286,-9.40752
J279.4122+25.2204,279.41222,25.22041
J298.1781-21.6038,298.17818,-21.60389
J298.5416-22.0651,298.54165,-22.06517
J284.1565+36.2416,284.15655,36.24167
J275.2731+03.9488,275.27319,3.94882
J130.9584-17.0681,130.95847,-17.06812
J107.6389-07.7945,107.63897,-7.7945
J296.5525+34.3895,296.5525,34.3895
J293.7545+10.7076,293.75455,10.7076
J085.3514+06.7346,85.35149,6.73462
J130.7715-22.5240,130.77159,-22.52409
J270.8249-23.4861,270.82499,-23.48616
J113.6672+07.8795,113.66723,7.87952
J303.6013+33.4551,303.6013,33.45515
J107.1148-09.6472,107.11488,-9.64721
J286.5371-12.3308,286.53714,-12.33082
J130.3509-24.2349,130.35093,-24.23498
J113.0945+11.2313,113.09459,11.23136
J113.6412+11.5429,113.64123,11.5429
J270.4962-23.4157,270.49621,-23.41572
J037.2238+39.7959,37.22383,39.79594
J037.5744+39.8276,37.57442,39.82767
J037.8740+39.9878,37.87405,39.98782
J303.6929+33.2367,303.6929,33.23671
J085.1415+13.3005,85.14152,13.30059
J085.3794+25.2975,85.37947,25.29753
J076.0255+02.8906,76.02558,2.89061
J270.0376-24.6122,270.03769,-24.61221
J113.6250+42.7412,113.625,42.74129
J094.7513+05.9871,94.75132,5.98714
J094.4745+05.2432,94.47455,5.24328
J289.5210+42.3479,289.52102,42.34797
J256.7339+09.9931,256.73399,9.99319
J107.1167-14.1488,107.11678,-14.14884
J107.3249-14.1090,107.32492,-14.10907
J299.6999+10.3431,299.69998,10.34314
J319.8391+57.9311,319.83912,57.93112
J281.3863-16.2147,281.38633,-16.21474
J289.5456+43.3396,289.54565,43.33969
J265.3729-17.6177,265.37297,-17.61777
J284.3016+55.1493,284.30163,55.14938
J296.0115+37.3846,296.01151,37.38469
J101.6970+46.6106,101.69702,46.6106
J107.6647-15.6072,107.66479,-15.60723
J275.2815+13.2171,275.28152,13.21718
J270.1020-24.0607,270.10207,-24.0607
J279.9689+56.3711,279.96893,56.37115
J113.8211-02.0565,113.82117,-2.05656
J113.7178-02.0222,113.71782,-2.0222
J279.1603+56.2085,279.1603,56.20857
J319.5748-01.4800,319.57482,-1.48005
J113.8756-02.8527,113.87563,-2.85279
J275.9269+14.9395,275.92698,14.93952
J329.1717+57.3466,329.17174,57.34669
J329.7550+57.3493,329.75503,57.34933
J265.0948-18.9631,265.09485,-18.96318
J265.7517-18.6365,265.7517,-18.6365
J281.5535-17.1186,281.55356,-17.1186
J286.7330-18.1972,286.73304,-18.1972
J299.5261+12.2168,299.52614,12.21689
J038.1039+43.7258,38.10398,43.72584
J303.0320+37.3297,303.03204,37.32976
J004.4570+58.7343,4.45709,58.7343
J293.6731+16.4810,293.6731,16.481
J062.7862-03.8421,62.78623,-3.84217
J184.1762-18.8120,184.17627,-18.81204
J131.4394-17.5786,131.43949,-17.57864
J303.9379+37.5986,303.9379,37.59864
J107.6130-19.7734,107.61308,-19.77346
J320.7340+03.4270,320.73409,3.42708
J303.0795+37.7688,303.07957,37.76887
J113.4990-07.8469,113.49906,-7.84692
J094.5549+14.4265,94.55491,14.42652
J289.1336+48.3104,289.13369,48.31049
J320.8304+09.4048,320.83045,9.40487
J094.6829+15.3570,94.68294,15.35706
J131.3484-21.6135,131.34841,-21.61353
J299.2958+15.1774,299.29588,15.17745
J038.4747+52.4630,38.47476,52.46304
J320.0991+13.7097,320.09915,13.70972
J299.3492+15.5158,299.34926,15.51582
J299.4623+15.5477,299.46235,15.54777
J076.4633+37.2683,76.46332,37.26833
J076.8191+37.2940,76.81913,37.29407
J281.9379-19.5408,281.93793,-19.54086
J265.1988-21.3671,265.1988,-21.3671
J320.4614+15.3265,320.46148,15.32653
J236.4661+32.1219,236.46617,32.12199
J320.0534+19.8320,320.05348,19.832
J330.1219+08.6574,330.12196,8.65744
J296.5819+39.2142,296.58199,39.21425
J320.8350+21.5318,320.83503,21.53187
J113.9342-10.0868,113.93422,-10.08688
J236.0917+33.4235,236.09179,33.42358
J038.7399+56.4633,38.73993,56.46337
J299.3580+15.1561,299.35805,15.15615
J101.5586-05.3279,101.55865,-5.32792
J101.3161-05.2753,101.31618,-5.27536
J279.4779-04.5388,279.47793,-4.53887
J094.7416+19.8665,94.74162,19.86656
J286.8182-23.2374,286.8182,-23.23742
J101.8063-05.7059,101.80637,-5.70596
J271.7517+03.6652,271.75179,3.66527
J005.7993+53.3237,5.7993,53.3237
J296.2594+40.1427,296.25941,40.14276
J296.0012+40.1474,296.00122,40.14746
J076.8658+41.8181,76.86587,41.81818
J094.2692+22.9572,94.26927,22.95728
J236.1099-11.9285,236.10997,-11.9285
J132.1680+10.4093,132.16809,10.40932
J265.3026-23.2618,265.30267,-23.26181
J118.9931-05.5503,118.99317,-5.55035
J118.6582-05.2361,118.65824,-5.2361
J342.4188-23.0952,342.41885,-23.09525
J279.8510-07.7570,279.851,-7.757
J119.2887-06.3212,119.28871,-6.32128
J287.4839+23.2818,287.48399,23.28188
J287.8209+23.7042,287.82097,23.70428
J287.4020+23.1242,287.40208,23.12426
J293.6750+36.0185,293.67504,36.01855
J042.4275+47.7417,42.42752,47.74172
J321.6741+25.5035,321.67412,25.50359
J276.0229+04.8659,276.02297,4.86593
J102.2975+20.3980,102.29752,20.39803
J108.0370-09.1857,108.03708,-9.18572
J271.3601-21.0150,271.36013,-21.01506
J095.9796+14.4561,95.97969,14.45616
J095.5807+15.6533,95.58077,15.65331
J266.1381-21.7550,266.1381,-21.755
J095.4544+15.4340,95.45447,15.43405
J095.5768+15.4825,95.57688,15.48258
J266.5063-21.6516,266.5063,-21.65162
J095.7369+16.6187,95.73691,16.61875
J284.6972-19.9494,284.69728,-19.94948
J280.0890+01.5160,280.089,1.516
J010.1666+50.7330,10.16665,50.73307
J095.0953+16.1896,95.09532,16.18964
J266.9539-22.6362,266.95395,-22.63624
J276.0431+06.9001,276.04312,6.90017
J290.4458+04.6095,290.44582,4.60958
J010.0300+52.5592,10.03002,52.55921
J066.5976+41.6007,66.59762,41.60078
J135.2837+52.8220,135.28379,52.82208
J135.8528+53.0941,135.85282,53.09415
J010.1633+53.6337,10.16334,53.63373
J271.1864-22.7086,271.1864,-22.7086
J135.5196-18.7692,135.51962,-18.76929
J135.0038-18.1019,135.00387,-18.10196
J135.2182-19.7673,135.21821,-19.76738
J010.1401+58.1779,10.14018,58.17795
J108.1626-12.5624,108.1626,-12.56246
J271.8239-22.6991,271.8239,-22.69916
J042.3155+56.8464,42.31552,56.84644
J115.7702+15.3497,115.77027,15.34975
J120.4956+34.0769,120.49567,34.07692
J120.6033+34.9443,120.60335,34.94435
J120.9894+34.2414,120.98945,34.24142
J115.8011+16.7755,115.80115,16.77559
J282.2063-06.7861,282.20636,-6.78613
J282.5270-06.7318,282.52704,-6.7318
J287.1459+50.4594,287.14593,50.45949
J293.6255+57.9475,293.62553,57.94757
J293.2938+58.3753,293.29389,58.37534
J095.8181-09.0418,95.81816,-9.0418
J095.5195-10.8303,95.51951,-10.8303
J346.2778+58.8190,346.27781,58.819
J067.6852+56.8231,67.68526,56.82311
J198.6773+37.3602,198.67731,37.36023
J102.1795-12.4879,102.17957,-12.48797
J102.2340-13.4977,102.23409,-13.49774
J115.9613+18.6922,115.96133,18.69229
J067.8710+57.4152,67.871,57.41526
J045.8501+42.9810,45.85013,42.98101
J331.0617-04.7435,331.06177,-4.74356
J137.5357-32.1785,137.53574,-32.17856
J331.9288-08.4277,331.92889,-8.4277
J137.1177-33.3338,137.11775,-33.33381
J321.0140+49.3549,321.01402,49.35492
J102.1039-13.4840,102.10391,-13.48408
J102.6075-13.3509,102.60752,-13.35097
J276.6701+45.7070,276.67014,45.70709
J276.4844+45.1816,276.48443,45.18167
J282.8741-06.5814,282.8741,-6.5814
J287.4828+50.8034,287.48288,50.80348
J138.9328+13.3325,138.93281,13.33256
J332.5659+02.6516,332.56597,2.65165
J332.4223+02.6636,332.42237,2.66366
J078.6044+45.0332,78.60444,45.03328
J282.8812-06.5552,282.88121,-6.55522
J267.3065-09.7460,267.30651,-9.74607
J267.8584-10.8969,267.85845,-10.89696
J271.7421-24.3898,271.74213,-24.38982
J045.9826+49.1986,45.98263,49.19861
J280.9050+25.9121,280.90502,25.91215
J109.3877+22.1344,109.38778,22.13445
J271.7618-24.3691,271.76182,-24.36916
J271.8989-24.2049,271.8989,-24.205
J078.0690+49.3363,78.06907,49.33636
J014.5036+56.3253,14.5036,56.32533
J198.3810-20.6202,198.38109,-20.6202
J115.3670+38.1102,115.36708,38.11022
J271.3358-24.0973,271.33584,-24.09734
J282.1473-07.8217,282.14737,-7.82177
J348.2512+38.0974,348.25129,38.09746
J281.8947-12.0442,281.8947,-12.0442
J003.1169+38.7061,3.11694,38.70611
J113.6199+08.1601,113.61993,8.16018
J281.1288-13.8445,281.1288,-13.8445
J107.4087-09.9155,107.40873,-9.91557
J289.1267+37.4236,289.12678,37.42364
J107.3228-09.6811,107.32288,-9.6811
J107.0135-09.6102,107.01355,-9.61024
J113.5707+10.7683,113.5707,10.76834
J113.6282+10.0812,113.62826,10.08125
J130.6425-23.3930,130.64255,-23.39305
J130.1824-23.3000,130.18248,-23.30003
J113.4205+11.3074,113.42052,11.30741
J289.2873+38.8649,289.28731,38.86491
J299.4144+02.2082,299.41446,2.20823
J107.2853-10.2219,107.28537,-10.22195
J107.4163-11.4532,107.41635,-11.45323
J275.0374+06.1585,275.03743,6.15859
J107.5800-11.3400,107.58001,-11.34005
J107.8223-11.3385,107.82238,-11.33852
J235.4978+01.1868,235.49785,1.18681
J182.3712-13.3621,182.37124,-13.36215
J286.6040-13.0731,286.60403,-13.07315
J117.0995-24.1922,117.09956,-24.1922
J113.8397+25.6540,113.83977,25.65404
J107.8077-12.6520,107.80779,-12.65203
J255.6659-25.4349,255.66592,-25.43498
J281.1824-15.2868,281.18246,-15.28682
J107.8018-12.5820,107.80181,-12.582
J107.0728-12.5750,107.07282,-12.57502
J075.6573-08.8516,75.65735,-8.85165
J075.0229-09.6347,75.02295,-9.63479
J131.9204+07.2732,131.92047,7.27325
J131.3591-05.5437,131.35912,-5.54374
J235.1450-24.1815,235.14504,-24.18152
J235.1961-25.7324,235.19615,-25.73247
J184.6037+25.8247,184.60375,25.82479
J184.7218+26.1693,184.72181,26.16933
J275.7111+14.7906,275.71117,14.79069
J038.2946+40.3594,38.29464,40.35947
J319.6109-02.2170,319.61093,-2.21704
J184.5503+34.9685,184.55032,34.96859
J286.6663-18.8891,286.66637,-18.88919
J107.3340-17.9060,107.334,-17.90605
J101.8814+58.5426,101.88144,58.5426
J275.3816+15.7358,275.38161,15.7358
J113.4803-06.4690,113.48034,-6.46901
J101.3749-01.0177,101.37495,-1.0177
J184.8651-18.9725,184.86515,-18.97257
J184.9344-18.9593,184.93441,-18.9593
J131.3641-19.5154,131.36414,-19.51545
J275.8738+17.4463,275.87386,17.44634
J329.6386-10.5402,329.63866,-10.54028
J063.1637+20.4785,63.16377,20.47857
J185.0404+09.2062,185.04048,9.20623
J185.0216+09.2531,185.02163,9.25319
J329.7885-11.2061,329.78855,-11.20616
J265.6055-20.4551,265.60555,-20.45519
J256.0543-11.3529,256.05438,-11.35292
J118.7647+35.9037,118.76475,35.90375
J005.2532+41.8135,5.25327,41.81352
J076.9821+39.1555,76.98213,39.15553
J236.1861+32.4277,236.18611,32.42778
J236.6744+33.6857,236.67446,33.68579
J320.6646+24.3611,320.6646,24.3611
J289.3983+51.0701,289.39836,51.07018
J256.2348-16.4643,256.23486,-16.46432
J131.4196-27.4692,131.41963,-27.4692
J286.6318-23.2043,286.63182,-23.20431
J284.0829-02.8671,284.0829,-2.8671
J342.8076+58.7656,342.80766,58.76561
J342.3539+59.8386,342.35392,59.83861
J038.5084-00.7965,38.50841,-0.79655
J038.3797-02.1739,38.37972,-2.17399
J107.1259-25.9954,107.12592,-25.99545
J101.5521-07.2111,101.55212,-7.21114
J281.9154-20.1800,281.91547,-20.18005
J275.5448+28.8275,275.54485,28.82752
J236.3854-10.2757,236.38549,-10.27573
J039.1612+04.8289,39.16124,4.82891
J132.9527+01.9315,132.95271,1.93151
J236.1087-12.7002,236.10877,-12.70027
J039.4817+23.7426,39.48172,23.74268
J107.6384-26.5941,107.63843,-26.59413
J107.1828-26.5802,107.18286,-26.58022
J094.3862+24.7622,94.38625,24.76224
J343.6219+11.2327,343.62193,11.2328
J132.3369+14.6420,132.33692,14.64203
J107.2864-27.8897,107.2864,-27.88976
J006.3253+34.9485,6.32534,34.94855
J275.0201+40.1544,275.02018,40.15444
J101.2753-10.8247,101.27537,-10.82475
J279.9839-16.9878,279.98397,-16.98782
J008.5633+14.6332,8.56337,14.63322
J101.0332-26.8461,101.03329,-26.84614
J271.9197+42.4629,271.91977,42.46294
J189.6212+52.9758,189.62121,52.97586
J271.3526+43.8339,271.35266,43.83395
J284.0300-08.3374,284.03008,-8.33745
J077.6400+26.6592,77.64001,26.65921
J343.3638-01.8334,343.36384,-1.83347
J343.2923-01.6591,343.29233,-1.65918
J271.4951+46.3825,271.49512,46.38254
J279.4502-16.9667,279.4502,-16.9667
J312.4363+19.4872,312.43639,19.48727
J237.8835-26.1183,237.88355,-26.11837
J257.0963-13.1178,257.09635,-13.11786
J108.1332+33.1505,108.13322,33.15056
J189.2173+59.4334,189.21731,59.43344
J330.5491+51.0865,330.54915,51.08659
J266.4195-00.3966,266.41956,-0.39664
J008.7472+48.5826,8.74724,48.58265
J114.4337+07.9647,114.43374,7.9647
J094.9559-15.1745,94.95595,-15.1745
J041.1631+05.7350,41.16312,5.73507
J284.8632-10.5513,284.86321,-10.55137
J041.3225+15.4450,41.32257,15.44501
J114.9800+16.6611,114.98003,16.66117
J284.3171-10.4579,284.31719,-10.4579
J303.0638-06.5557,303.06385,-6.55579
J289.8402-18.3319,289.84029,-18.33198
J041.2449+50.3909,41.24491,50.39096
J041.6368+50.0490,41.63687,50.04906
J095.9962+03.7608,95.99628,3.7608
J065.7422+09.0142,65.74229,9.01423
J191.3846+23.7359,191.3846,23.73595
J275.8788-21.6830,275.8788,-21.683
J191.1657-06.7247,191.16572,-6.72474
J238.4772-20.8817,238.47726,-20.88174
J330.4783-01.5723,330.47835,-1.57235
J303.6220-16.8434,303.62208,-16.84347
J330.8969-01.8809,330.89692,-1.88092
J320.2729+56.6609,320.27291,56.66091
J330.4347-08.8130,330.43475,-8.81304
J191.1541-32.7681,191.15411,-32.76817
J134.5203-09.1037,134.52032,-9.10378
J266.1506-15.6979,266.15067,-15.69798
J289.6376-23.4156,289.63763,-23.41565
J095.6316+10.6597,95.6316,10.6597
J266.1933-15.1440,266.19333,-15.14405
J119.9835+50.1193,119.98353,50.11936
J086.1428+38.6604,86.14282,38.66045
J320.0257-01.8227,320.02575,-1.82279
J320.6942-01.8134,320.6942,-1.81344
J192.6733+22.4796,192.67331,22.47967
J304.6744+03.7532,304.67445,3.75328
J320.6236-02.4437,320.62365,-2.44377
J320.6337-02.4174,320.63374,-2.41745
J320.4312-02.8791,320.43129,-2.87917
J078.0830+13.5345,78.08302,13.53453
J136.3650+49.1287,136.36506,49.12876
J011.8246-02.9728,11.82469,-2.9728
J012.6781+09.2596,12.67813,9.25969
J119.5433-23.8698,119.54339,-23.86988
J012.6624+15.4811,12.6624,15.4811
J258.9926-24.9516,258.99262,-24.95169
J282.1404+51.2154,282.14047,51.21546
J345.6531+60.5606,345.65311,60.5606
J276.2035+14.0930,276.2035,14.09309
J345.6188-05.9461,345.61889,-5.94618
J345.3783-05.6573,345.37837,-5.65735
J345.2095-06.2614,345.20956,-6.2614
J136.3978-12.8035,136.39785,-12.80355
J136.6676-13.1794,136.6676,-13.17941
J136.4103-14.6051,136.41037,-14.60512
J108.0325-23.8028,108.0325,-23.80288
J136.7245-15.5282,136.72459,-15.52828
J012.1892+38.4452,12.1892,38.44524
J280.6065+09.1492,280.60658,9.14929
J012.1512+41.0852,12.15129,41.08522
J012.7188+42.4837,12.71883,42.48371
J078.9422+28.5876,78.94229,28.58766
J285.2765+11.5287,285.2765,11.5287
J102.1754-09.3975,102.17543,-9.39751
J120.1849+01.4624,120.18494,1.46247
J240.6552-23.2345,240.6552,-23.23455
J240.9511-24.8929,240.95111,-24.89293
J102.7385-09.9169,102.73851,-9.91691
J120.2913+02.9300,120.29137,2.93006
J240.9298-24.6144,240.9298,-24.61442
J120.1373+04.5619,120.13733,4.56194
J285.9166+13.0794,285.91666,13.07941
J297.8530+15.0284,297.85306,15.02849
J240.1486-27.8633,240.14863,-27.86335
J271.7283-23.2821,271.7283,-23.2821
J276.3650+33.8447,276.36503,33.84479
J095.2812-02.9298,95.28127,-2.92986
J276.0422+34.5156,276.04226,34.51565
J276.7273+34.6312,276.72737,34.63125
J095.8031-08.0529,95.80318,-8.05296
J259.7882-05.9118,259.78824,-5.91184
J014.1285+27.2712,14.12858,27.27122
J287.9974+49.8628,287.9974,49.86281
J115.4685+16.7274,115.46852,16.72743
J282.1376-06.9801,282.13763,-6.98014
J282.3551-06.7945,282.35519,-6.79459
J095.0964-09.8864,95.09646,-9.88648
J095.0614-10.7717,95.06143,-10.77178
J346.3241+58.2039,346.32412,58.20392
J198.1366+37.3933,198.13668,37.39337
J347.7798+06.3343,347.77981,6.3344
J347.1468+16.2772,347.14687,16.27727
J068.1921+30.5166,68.19213,30.5166
J120.2558-10.2696,120.25584,-10.26962
J120.4754-10.1676,120.47546,-10.16766
J102.0010-15.2389,102.00107,-15.23891
J102.3817-15.2180,102.38177,-15.21801
J102.9671-15.1972,102.96712,-15.19723
J109.8967+28.6960,109.89672,28.69607
J120.0465-10.0384,120.04657,-10.03842
J045.6125+57.5244,45.61258,57.52442
J045.3020+57.6062,45.30204,57.60626
J138.9392-16.5363,138.93925,-16.53636
J321.3023+54.5162,321.30235,54.51628
J138.3936-18.4721,138.39367,-18.47217
J102.3654-18.2868,102.36545,-18.28686
J199.3303-11.9420,199.3303,-11.94206
J241.5840-12.8564,241.58409,-12.85643
J241.2447-14.1105,241.24474,-14.11058
J241.6052-15.7334,241.60523,-15.7334
J241.2196-15.5987,241.21965,-15.59871
J068.0703+44.3251,68.07033,44.32511
J068.0638+44.9206,68.06386,44.9206
J321.5716-05.2285,321.57163,-5.22857
J254.9162+24.1322,254.91623,24.13222
J292.5075-15.5608,292.50751,-15.56088
J075.7983+41.3268,75.7983,41.32686
J311.4550+46.4938,311.455,46.49382
J284.2219-00.8149,284.22193,-0.8149
J085.3518+33.2746,85.35187,33.27462
J256.8399+52.5885,256.83991,52.58853
J085.0482+34.5717,85.04824,34.57175
J085.7800+34.6518,85.78,34.6518
J062.9753+58.7316,62.97536,58.7316
J004.5672+56.7606,4.56723,56.76064
J076.2690+34.9016,76.26901,34.90168
J076.6283+34.9357,76.62839,34.93579
J004.5548+58.9864,4.55487,58.98648
J118.0116+20.7791,118.01163,20.77912
J118.4668+21.4321,118.46689,21.43216
J062.4007-01.4519,62.40072,-1.45195
J286.0909-20.1893,286.09098,-20.18933
J094.0051+14.2046,94.00517,14.20465
J275.7223+19.7128,275.72238,19.7128
J270.8718-25.0374,270.87184,-25.03745
J281.5302-19.8445,281.5302,-19.8445
J185.5477+08.8242,185.5477,8.8243
J265.6877-20.0029,265.6877,-20.0029
J299.5517+15.4389,299.55177,15.43896
J299.5208+15.0431,299.52082,15.04315
J303.9154+38.2876,303.91545,38.28762
J038.5169+55.4380,38.51696,55.43804
J113.5725-10.5291,113.57258,-10.52917
J113.5325-10.4875,113.53255,-10.4875
J296.3763+39.1585,296.37636,39.15851
J296.2636+39.1617,296.26363,39.16173
J303.4619-12.1050,303.46194,-12.10503
J065.4628+33.4900,65.46283,33.49001
J041.5417+59.3616,41.5417,59.36162
J077.7197+42.2669,77.71979,42.26691
J102.2718+14.5102,102.2718,14.51021
J134.3329-13.4409,134.33299,-13.44095
J304.2457+01.7624,304.2458,1.76246
J344.7280+55.5663,344.72809,55.56634
J095.5525+10.2139,95.55252,10.21395
J271.7182-17.8043,271.71826,-17.80436
J344.6348+56.8636,344.63489,56.86368
J102.6516+16.9457,102.65168,16.94571
J275.3619+17.8400,275.36191,17.84004
J101.7344-02.3846,101.73445,-2.38463
J320.1744+00.0154,320.17446,0.01549
J085.5207+37.1367,85.52078,37.13671
J101.3288-02.4850,101.32883,-2.48507
J113.9707-08.3397,113.97071,-8.33976
J118.0316+28.5930,118.03164,28.59302
J185.1266+02.5514,185.12669,2.55144
J329.4971-06.2844,329.49717,-6.28445
J005.9272+33.0309,5.92727,33.03097
J101.4164-04.3136,101.41641,-4.31367
J063.8976+31.3418,63.89765,31.34181
J131.7295-24.6020,131.72956,-24.60205
J118.7708+39.1668,118.77082,39.16687
J094.7191+17.6496,94.71917,17.64963
J076.6209+40.5661,76.6209,40.56612
J094.2277+18.1925,94.22776,18.19257
J131.7508-27.1557,131.75084,-27.1557
J118.3865-01.0803,118.38653,-1.08034
J085.3387+41.6278,85.33871,41.62784
J118.0816-02.3945,118.08168,-2.39453
J118.3633-02.2145,118.36336,-2.21455
J131.7085-32.7778,131.70856,-32.77789
J005.0897+53.9478,5.08979,53.94781
J063.3928+42.8767,63.39285,42.87675
J236.5056-06.4153,236.50569,-6.41535
J342.7383-03.4459,342.73834,-3.44591
J342.3637-04.4781,342.36374,-4.47816
J289.8632+54.7403,289.86329,54.74036
J289.8438+54.8073,289.8438,54.8073
J289.9689+56.9318,289.96898,56.93184
J132.6412+03.3489,132.64123,3.34899
J236.1688-14.4185,236.1688,-14.41857
J271.2270+05.6494,271.22703,5.64942
J342.3558-23.5150,342.35581,-23.51506
J289.5257+58.0821,289.52578,58.08214
J311.0722+53.8924,311.07225,53.89243
J343.5291+33.6889,343.52915,33.68897
J303.4146+41.4286,303.41467,41.42862
J086.3201+19.0782,86.32013,19.07822
J118.6846-25.7313,118.68466,-25.73136
J064.6440+37.4297,64.644,37.42975
J040.8317+53.6443,40.83174,53.64431
J077.7169+30.4080,77.71692,30.40809
J343.8332-14.7937,343.83326,-14.79376
J064.4424+42.0565,64.44245,42.05654
J296.1421+48.7021,296.14215,48.70215
J008.0590+45.7973,8.05909,45.79732
J108.4178+38.3444,108.41785,38.34441
J344.6263+31.6884,344.62635,31.68842
J064.0778+46.7021,64.07786,46.70211
J094.6375-13.7410,94.63751,-13.74101
J094.7228-14.8933,94.72284,-14.89331
J094.0138-15.9518,94.01383,-15.95181
J102.5100+02.0696,102.51005,2.06968
J094.3368-15.2835,94.33687,-15.28352
J094.4830-17.7891,94.48301,-17.78918
J118.1260-29.2062,118.126,-29.20624
J190.7602+43.5795,190.76022,43.57953
J300.0767-13.7028,300.07674,-13.70285
J263.7588-09.5109,263.75882,-9.51092
J263.4984-09.4170,263.4984,-9.41701
J251.5322-03.7313,251.53223,-3.73136
J251.3206-03.1154,251.32062,-3.11541
J288.6367-21.3414,288.63671,-21.34144
J324.0361+58.1855,324.03619,58.18558
J306.5777-09.2324,306.57774,-9.23242
J315.4537+50.9827,315.45378,50.98271
J315.4241+50.1103,315.42415,50.11037
J306.9288-09.0493,306.92884,-9.0493
J306.2344-09.0202,306.23446,-9.02024
J306.8019-10.2847,306.80194,-10.2847
J295.5365+11.0878,295.53659,11.08787
J224.9580+48.7197,224.95804,48.71977
J083.6461+53.1646,83.64611,53.16464
J337.7101+50.6484,337.71011,50.64843
J126.2390+11.6789,126.23902,11.67895
J239.0999+33.3017,239.09997,33.30174
J193.3600+47.8888,193.36004,47.88881
J119.8379-09.6983,119.83796,-9.69839
J258.4810-12.0702,258.48104,-12.07024
J077.4743+47.8298,77.47436,47.82988
J114.6227-10.7903,114.62277,-10.79036
J114.6614-10.9692,114.66146,-10.96921
J114.0327-11.2015,114.03275,-11.20159
J297.7599+04.6177,297.75992,4.61773
J345.2182+48.2718,345.21825,48.27187
J077.5204+48.2776,77.52049,48.27761
J108.2988-11.6611,108.29889,-11.66116
